Timestamp,Sex,Age,Experience,FromLeargningToJobTime,Category,CloudUsage,FirstLanguage,CurrentLanguage,MainFramework,SourceControl,HasTesters,CI,StackoverflowPoints,GithubStars,WorkType,JobType,WorkingLanguage,MainEmployerCategory,PhysicalLocation,AverageMonthlyRevenueInGel,CountryWithMostRevenue,CurrentJobSatisfaction,AverageMonthlyWorkHours,DeservedSalaryOpinion,CovidSalaryInfluence,NationalSkillExamPoints,GPA,EducationLevel,LaptopDesktop,OperatingSystem,ComputerModel,RAM,Memory,InformationTechProgressActions,GainNewGenerationInterest
11/15/2021 22:16:51,მამრობითი,21-23,2-4 წელი,0-3 თვე,Mobile Apps Developer,არ ვიყენებ,Python,Javascript,React native,Git,კი,Circle CI,10-100,10-20,Full Time,Remote  - International Projects,რუსული,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,საქართველო,კი,300-400,5k-6k,არ უმოქმედია,50-60 %,0-0.5,მხოლოდ სკოლა,ლეპტოპი,Macos,MacBook Pro,16 gb,256 gb,ნაკლები რეგულაცია,სკოლიდანვე საბაზისო ცოდნით
11/15/2021 22:16:53,მამრობითი,27-29,6-9 წელი,3 წელი,Full Stack Developer,არ ვიყენებ,C++,C#,.NET Core,Git,კი,არ ვიყენებთ,10-100,0-10,Both (Full time + Part Time),Office - Local Projects,ქართული,სამთავრობო ორგანიზაცია,საქართველო,7k-10k,საქართველო,კი,240-300,7k-10k,არ უმოქმედია,90 - 100 %,3.7-3.8,დავამთავრე - master,Desktop კომპიუტერი,Windows,PC I7,24 gb,256 gb,მეტი ტექნიკური განათლება სკოლიდან,წარმატებული ადამიანების საუბრებით
11/15/2021 22:21:23,მამრობითი,21-23,2-4 წელი,1-2 წელი,Front End Developer,Digital Ocean,PHP,Javascript,React,Git,კი,არ უპასუხია,10-100,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,3k-4k,ისრაელი,კი,100-160,10k-15k,"კი, გაიზარდა",70-80 %,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Macos,MacBook Pro,16 gb,512 gb,,
11/15/2021 22:27:10,მამრობითი,21-23,2-4 წელი,1 წელი - 18 თვე,Full Stack Developer,AWS,Javascript,TypeScript,React,Git,კი,Jenkins,0-10,0-10,Full time,Remote  - International Projects,ინგლისური,ელ. კომერცია,საქართველო,6k-7k,საქართველო,კი,160-240,15k-20k,"კი, გაიზარდა",90 - 100 %,1-1.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Lenovo Yoga,16 gb,1 tb,ყველამ თუ ჩვენ თავზე ვიმუშავეთ არაფრის გაკეთება იქნება საჭირო ვიღაცის (თუნდაც სახელმწიფოს მხრიდან). მაგრამ სახელმწიფოს შეუძლია შეღავათიანი პირობები შექმნას გადასახადების მხრივ,
11/15/2021 22:29:06,მამრობითი,21-23,1-2 წელი,18 თვე - 2 წელი,Back End Developer,AWS,Python,Java,Spring,Git,კი,Github Actions,0-10,0-10,Full Time,Remote  - International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,6k-7k,ამერიკის შეერთებული შტატები,კი,100-160,6k-7k,"კი, გაიზარდა",70-80 %,3-3.5,დავამთავრე -  bachelor,ლეპტოპი,Windows,არ უპასუხია,8 gb,512 gb,,
11/15/2021 22:29:27,მამრობითი,24-26,6-9 წელი,4-6 თვე,Full Stack Developer,AWS,C#,TypeScript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,7k-10k,არ უპასუხია,კი,240-300,15k-20k,"კი, გაიზარდა",80-90 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Lenovo ThinkPad,16 gb,512 gb,,
11/15/2021 22:31:53,მდედრობითი,24-26,0-1 წელი,6 თვე - 1 წელი,Full Stack Developer,არ უპასუხია,Javascript,Javascript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,500-999,საქართველო,არა,160-240,1000-1500,"კი, შემცირდა",80-90 %,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,Linux,Samsung,16 gb,512 gb,,
11/15/2021 22:33:07,მამრობითი,24-26,1-2 წელი,18 თვე - 2 წელი,Back End Developer,AWS,C++,Python,Flask,Git,არა,Bitbucket pipelines,100-200,0-10,Full Time,Office -  International Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,4k-5k,ამერიკის შეერთებული შტატები,არა,160-200,5k-6k,არ უმოქმედია,80-90 %,3.9-3.99,დავამთავრე - master,ლეპტოპი,Linux,Dell,16 gb,256 gb,პროგრამირების საწყისები უნდა ისწავლებოდეს ყველა სკოლაში,ჩატარდეს უფრო მეტი ოლიმპიადა / ჰაკათონი ახალგაზრდებისთვის
11/15/2021 22:37:24,მდედრობითი,27-29,4-6 წელი,არ უპასუხია,Data Scientist,არ უპასუხია,C++,Python,არც ერთს,Git,არა,Jenkins,არ უპასუხია,არ უპასუხია,Full Time,არ უპასუხია,ქართული,არ უპასუხია,საქართველო,2k-3k,საქართველო,არ უპასუხია,არ უპასუხია,4k-5k,არ უმოქმედია,80-90 %,2-2.5,დავამთავრე - master,არ უპასუხია,Windows,არ უპასუხია,16 gb,არ უპასუხია,,
11/15/2021 22:37:30,მდედრობითი,24-26,1-2 წელი,4-6 წელი,Front End Developer,არ ვიყენებ,C#,Javascript,Vue,Git,კი,არ უპასუხია,არ მაქვს account,0-10,Full Time,Office -  International Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1500-1999,საქართველო,კი,240-300,3k-4k,არ უმოქმედია,90 - 100 %,3.7-3.8,დავამთავრე -  bachelor,Desktop კომპიუტერი,Linux,Acer,8 gb,256 gb,"ალბათ ჰაკათონები, გრანტები. ","ჩემი აზრით, საკმაოდ მაღალია ინტერესი"
11/15/2021 22:39:14,მამრობითი,18-20,1-2 წელი,4-6 თვე,Front End Developer,არ ვიყენებ,Javascript,Javascript,React,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,1000-1499,საქართველო,კი,160-200,1000-1500,"კი, გაიზარდა",არ ჩამიბარებია,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Windows,Lenovo ThinkBook,16 gb,512 gb,უფრო მეტად ვიყოთ ორიენტირებული საერთაშორი პროექტებსა და ბაზარზე,-
11/15/2021 22:40:38,მამრობითი,18-20,1-2 წელი,6 თვე - 1 წელი,Creative developer,არ ვიყენებ,Javascript,TypeScript,React,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,გასართობი,საქართველო,2k-3k,საქართველო,კი,160-200,2k-3k,"კი, გაიზარდა",90 - 100 %,3.5-3.7,ვსწავლობ -  bachelor,ლეპტოპი,Windows,HP Pavilion,16 gb,120 gb,,
