index,Timestamp,1. სად ნახეთ ეს გამოკითხვა?,2. სქესი,3. ასაკი,4. სამუშაო გამოცდილება IT სფეროში,5. რომელ კატეგორიას მიეკუთვნებით ყველაზე მეტად?,იყენებთ თუ არა cloud-ს და რომელს?,6. რომელ პროგრამირების ენას იყენებთ ძირითადად?,7. რომელ framework-ს იყენებთ ძირითადად?,8. რას იყენებთ source control-ისთვის?,9. გყავთ თუ არა ტესტერები?,10. რას იყენებთ continuous integration-ისთვის?,11. თქვენი Stackoverflow-ს რეიტინგი,12. Max რამდენი star აქვს თქვენს ყველაზე პოპულარულ პროექტს github-ზე,13. დასაქმების ტიპი,14. სამუშაოს ტიპი,სამუშაო ენა,15. ძირითადი დამსაქმებელი ორგანიზაცის საქმიანობის სფერო ,16. ქვეყანა სადაც ფიზიკურად იმყოფებით,"ქვეყანა, საიდანაც ყველაზე მეტი შემოსავალი გაქვთ მიღებული  ბოლო ერთი წლის მანძილზე",კმაყოფილი ხართ ახლანდელი სამუშაო ადგილით?,17. საშუალოდ რამდენ საათს მუშაობთ თვეში (და არა კვირაში!) ?,"თქვენი აზრით ხელფასის რა რაოდენობა შეეფერება თქვენს ამჟამინდელ ცოდნას და გამოცდილებას (ლარებში, თვიურად)",იმოქმედა თუ არა Covid-19 პანდემიამ თქვენს შემოსავალზე?,ეროვნული გამოცდების ქულა უნარებში ,თქვენი GPA უნივერსიტეტში (თუ სწავლობთ ან დამთავრებული გაქვთ),განათლების დონე,რომელზე მუშაობთ ძირითადად?,"ვინმეს რომ ეკითხა რა კომპიუტერზე მუშაობთო, რას უპასუხებდით?",ლეპტოპის მოდელი,რამდენი აქვს ოპერატიული მეხსიერება? (RAM),რომელი მეხსიერების ტიპი აქვს კომპიუტერს?,რამდენი აქვს მეხსიერება? ,"19. ღია კითხვა -  თქვენი აზრით რა უნდა გაკეთდეს იმისთვის, რომ საქართველომ მიაღწიოს  პროგრესს ინფორმაციული ტექნოლოგიების კუთხით?    ",20. ღია კითხვა - როგორ უნდა დავაინტერესოთ მომავალი თაობა ინფორმაციული ტექნოლოგიებით,18. საშუალო თვიური შემოსავალი ხელზე ლარებში ბოლო 1 წლის მანძილზე
90,10/14/2020 8:03:53,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,30-34,6-9 წელი,Back End Developer,არ უპასუხია,C/C++,არ უპასუხია,Git,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,Part Time,Remote  - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,არ უპასუხია,არა,40-100,არ უპასუხია,"კი, შემცირდა",90 - 100 %,3-3.5,დავამთავრე - master,ლეპტოპი,Asus ,Asus,8 gb,SSD  (სწრაფი),256 gb,,ისედაც გადავსებულია,არ უპასუხია
91,10/8/2020 1:18:13,არ უპასუხია,არ უპასუხია,21-23,1-2 წელი,Front End Developer,არ ვიყენებ,Javascript,Angular,Git,კი,Travis,0-10,0-10,Full Time,Remote  - Local Projects,ინგლისური,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,არა,160-200,5k-6k,"კი, შემცირდა",70-80 %,2-2.5,ვსწავლობ -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),512 gb,,,2k-3k
92,10/15/2020 17:30:59,"ჯგუფ - ""Tech Jobs Georgia""-ში",მამრობითი,27-29,4-6 წელი,Back End Developer,AWS,C#,.NET Core,Git,არა,არ ვიყენებთ,1000-2000,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,არა,160-200,4k-5k,არ უმოქმედია,80-90 %,2.5-3,დავამთავრე - master,Desktop კომპიუტერი,Asus ,Asus,16 gb,SSD  (სწრაფი),128 gb,,,2k-3k
93,10/8/2020 1:23:02,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,18-20,0-1 წელი,Full Stack Developer,არ ვიყენებ,Javascript,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Part Time,Remote  - International Projects,ინგლისური,არ უპასუხია,საქართველო,ამერიკის შეერთებული შტატები,კი,160-240,3k-4k,არ უმოქმედია,არ უპასუხია,არ უპასუხია,ვსწავლობ -  bachelor,ლეპტოპი,HP Pavilion,HP,8 gb,SSD  (სწრაფი),256 gb,,,1500-1999
94,10/7/2020 23:00:22,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,4-6 წელი,Full Stack Developer,AWS,TypeScript,NestJS,Git,კი,Jenkins,0-10,0-10,Both (Full time + Part Time),Remote  - International Projects,ინგლისური,სამედიცინო სფერო,საქართველო,ამერიკის შეერთებული შტატები,კი,160-200,10k-15k,"კი, გაიზარდა",90 - 100 %,3-3.5,ვსწავლობ - master,ლეპტოპი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),512 gb,,,10k-15k
95,10/8/2020 1:35:50,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მდედრობითი,21-23,1-2 წელი,Back End Developer,არ ვიყენებ,C#,.NET Core,Git,კი,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Full Time,Office - Local Projects,ქართული,ინფორმაციული ტექნოლოგიები,საქართველო,საქართველო,კი,100-160,2k-3k,"კი, გაიზარდა",90 - 100 %,4,ვსწავლობ -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,8 gb,HDD (ნელი),არ უპასუხია,,,1500-1999
96,10/8/2020 1:37:32,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,18-20,0-1 წელი,Mobile Apps Developer,არ ვიყენებ,Kotlin,არ უპასუხია,Git,კი,არ ვიყენებთ,100-200,0-10,Full Time,Remote  - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,100-160,1000-1500,არ უმოქმედია,70-80 %,3-3.5,ვსწავლობ -  bachelor,ლეპტოპი,Lenovo Thinkpad,Lenovo,16 gb,SSD  (სწრაფი),512 gb,,,1000-1499
97,10/8/2020 1:02:56,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,30-34,9-12 წელი,QA Engineer,არ ვიყენებ,Python,Laravel,Git,კი,არ ვიყენებთ,10-100,0-10,Full Time,Office - Local Projects,ქართული,ფინანსები,საქართველო,საქართველო,კი,100-160,3k-4k,არ უმოქმედია,70-80 %,3.7-3.8,დავამთავრე -  bachelor,ლეპტოპი,Dell ,Dell,16 gb,SSD  (სწრაფი),256 gb,,,2k-3k
98,10/8/2020 1:38:19,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მდედრობითი,24-26,0-1 წელი,Full Stack Developer,არ უპასუხია,Javascript,React,Git,არა,არ ვიყენებთ,0-10,არ უპასუხია,Full Time,Remote  - Local Projects,ქართული,არ უპასუხია,საქართველო,საქართველო,კი,160-200,1500-2000,არ უმოქმედია,60-70 %,2.5-3,დავამთავრე -  bachelor,ლეპტოპი,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,არ უპასუხია,,,1500-1999
99,10/8/2020 1:45:44,JavaScript Georgia,მამრობითი,24-26,2-4 წელი,Front End Developer,არ ვიყენებ,Javascript,Angular,Git,არა,არ ვიყენებთ,0-10,0-10,Full Time,Remote  - Local Projects,ქართული,არ უპასუხია,საქართველო,საქართველო,კი,160-200,2k-3k,არ უმოქმედია,50-60 %,2-2.5,დავამთავრე -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,16 gb,SSD  (სწრაფი),1 tb,,სკოლებში ვასწავლოთ ინფორმატიკა უფრო მაღალ დონეზე ვიდრე ახლა.,1500-1999
100,10/9/2020 1:29:38,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,35-39,4-6 წელი,Front End Developer,არ ვიყენებ,Javascript,React,Git,არა,არ ვიყენებთ,10k-20k,100-500,Full Time,Office - Local Projects,ქართული,სამთავრობო ორგანიზაცია,საქართველო,საქართველო,კი,100-160,2k-3k,არ უმოქმედია,არ უპასუხია,3.7-3.8,დავამთავრე - master,Desktop კომპიუტერი,Dell ,Dell,16 gb,არ უპასუხია,არ უპასუხია,"uketesi ganatleba, treningebi",tviton dainteresdeba vinc sachiroa,2k-3k
101,10/8/2020 1:52:36,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,0-1 წელი,Front End Developer,არ ვიყენებ,Javascript,არც ერთს,Git,კი,არ ვიყენებთ,არ უპასუხია,არ უპასუხია,არ ვარ დასაქმებული,Remote  - Local Projects,ქართული,სამედიცინო სფერო,საქართველო,საქართველო,არა,40-100,1000-1500,"კი, შემცირდა",70-80 %,1.5-2,დავამთავრე -  bachelor,ლეპტოპი,Dell Latitude,Dell,8 gb,SSD  (სწრაფი),256 gb,,,500-999
102,10/8/2020 2:00:07,"ჯგუფ - ""Georgian Web & Mobile Development Industry"" -ში",მამრობითი,24-26,არ მაქვს,Mobile Apps Developer,არ ვიყენებ,Kotlin,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,0-10,არ ვარ დასაქმებული,არ უპასუხია,არ უპასუხია,არ უპასუხია,საქართველო,საქართველო,არ უპასუხია,არ უპასუხია,1000-1500,არ უმოქმედია,80-90 %,1.5-2,დავამთავრე -  bachelor,Desktop კომპიუტერი,არ უპასუხია,არ უპასუხია,8 gb,SSD  (სწრაფი),512 gb,,,არ უპასუხია
103,10/8/2020 2:34:35,"ჯგუფ - ""Remote Work - Georgian Community"" -ში",მამრობითი,24-26,0-1 წელი,Full Stack Developer,არ ვიყენებ,არც ერთს,არც ერთს,Git,არა,არ ვიყენებთ,არ მაქვს account,არ მაქვს account,Part Time,Remote  - International Projects,ინგლისური,სამედიცინო სფერო,საქართველო,გაერთიანებული სამეფო,კი,0-40,1000-1500,"კი, გაიზარდა",60-70 %,2-2.5,ვსწავლობ -  bachelor,ლეპტოპი,Dell Latitude,Dell,8 gb,"ორივე (SSD, HDD)",128 gb,"აიტის არსი უნდა ისწავლებოდეს სკოლაშივე, ანუ არა ფოლდერების გახსნა და კომპის ჩართვა, ანუ თეორია რა გასაქანი და რა შესაძლებლობები აქვს, რა რაარის და რატომ შესავალი აიტიში. პროგრამირებაში და ასე შემდეგ. რომ როცა წამოიძრდებიან და მიხვდებიან სად შეუძლიათ ფული აკეთონ უკვე აზრზე იქნებიან საიდან დაიწყონ სწავლა.","აჩვენეთ კარგი პრპგრამისტები, რომლებსაც კარგი ცხოვრებააქვთ და ანახეთ რას როგორ დარანაირად აკეთებენ. ყოველ შემთხვევაში მე ასე მოვიხიბლე, ფული+გიყვარს საქმე+ქმნი რაღაც რეალურს+შწგიძლია იყო შენი თავის უფროსი+იმუშაო ყველგან ყოველთვის+ნებისმიერი წერტილიდან.",0-299
